,Developer,Game Title
3847,Quantic Dream,Beyond: Two Souls
3848,Harmonix Music Systems,Amplitude
3849,Climax Group,Assassin's Creed Chronicles: India
3850,Night School Studio,Oxenfree
3851,Numinous Games,"That Dragon, Cancer"
3852,SCE Santa Monica,Fat Princess Adventures
3853,Fun Bits,Fat Princess Adventures
3854,Flagship,Resident Evil 0
3855,Capcom,Resident Evil 0
3856,Codemasters,DiRT Rally
3857,The Odd Gentlemen,King's Quest
3858,Sierra Games,King's Quest
3859,Blackbird Interactive,Homeworld: Deserts of Kharak
3860,"Thekla, Inc",The Witness
3861,Telltale Games,Minecraft: Story Mode - A Telltale Games Series
3862,Image & Form,SteamWorld Heist
3863,Racjin,Final Fantasy Explorers
3864,Bluepoint Games,Gravity Rush
3865,SCE Japan Studio,Gravity Rush
3866,11 bit studios,This War of Mine: The Little Ones
3867,Choice Provisions,Tharsis
3868,Interceptor Entertainment,Bombshell
3869,Alphadream Corporation,Mario & Luigi: Paper Jam
3870,TT Games,LEGO Marvel's Avengers
3871,Feral Interactive,LEGO Marvel's Avengers
3872,CreativeForge Games,Hard West
3873,Feral Interactive,XCOM 2
3874,Firaxis Games,XCOM 2
3875,ACE Team,The Deadly Tower of Monsters
3876,NCSOFT,Blade & Soul
3877,Code Headquarters,The Mean Greens: Plastic Warfare
3878,Bluehole Ginno Games,Devilian
3879,Coldwood Interactive,Unravel
3880,Campo Santo,Firewatch
3881,Red Hook Studios,Darkest Dungeon
3882,Bloober Team,Layers of Fear
3883,Intelligent Systems,Fire Emblem Fates
3884,Techland,Dying Light
3885,Intelligent Systems,Fire Emblem Fates
3886,Intelligent Systems,Fire Emblem Fates
3887,PopCap,Plants vs Zombies: Garden Warfare 2
3888,Ubisoft Montreal,Far Cry Primal
3889,Telltale Games,The Walking Dead: Michonne - A Telltale Miniseries
3890,Skybound LLC,The Walking Dead: Michonne - A Telltale Miniseries
3891,Capcom,Street Fighter V
3892,Climax Group,Assassin's Creed Chronicles: Russia
3893,Omega Force,Arslan: The Warriors of Legend
3894,The Molasses Flood,The Flame in the Flood
3895,SUPERHOT,SUPERHOT
3896,Nintendo,The Legend of Zelda: Twilight Princess
3897,Tantalus Interactive,The Legend of Zelda: Twilight Princess
3898,Obsidian Entertainment,Pillars of Eternity
3899,Clapfoot Inc.,Fortified
3900,La Cosa Entertainment,Klaus
3901,Epic Games,Gears of War
3902,The Coalition,Gears of War
3903,Splash Damage,Gears of War
3904,Sorath,Devil Daggers
3905,Quantic Dream,Heavy Rain
3906,Virtuos,Heavy Rain
3907,CyberConnect2,Naruto Shippuden: Ultimate Ninja Storm 4
3908,Monolith Soft,Project X Zone 2
3909,Io Interactive,Hitman
3910,Pyramid,Dariusburst: Chronicle Saviours
3911,Massive Entertainment,Tom Clancy's The Division
3912,Bandai Namco Games,Pokken Tournament
3913,Crosse Studios,Casey Powell Lacrosse 16
3914,Wadjet Eye Games,Shardlight
3915,EA Sports,EA Sports UFC 2
3916,Omega Force,Hyrule Warriors
3917,"TECMO KOEI GAMES CO., LTD.",Hyrule Warriors
3918,Colossal Order,Cities: Skylines
3919,Kitfox Games,Moon Hunters
3920,"Camouflaj, LLC",Republique Remastered
3921,Stardock,Galactic Civilizations III
3922,Three One Zero,ADR1FT
3923,Nadeo,Trackmania Turbo
3924,Amanita Design,Samorost 3
3925,Oxide Games,Ashes of the Singularity
3926,Stardock,Ashes of the Singularity
3927,DrinkBox Studios,Severed
3928,Telltale Games,The Walking Dead: Michonne - A Telltale Miniseries
3929,Skybound LLC,The Walking Dead: Michonne - A Telltale Miniseries
3930,Io Interactive,Hitman
3931,Mindfield Games,P.O.L.L.E.N
3932,Mohawk Games,Offworld Trading Company
3933,Klei Entertainment,"Invisible, Inc."
3934,Naughty Dog,Uncharted 4: A Thief's End
3935,Gunfire Games,Chronos
3936,Gearbox Software,Battleborn
3937,17 Bit,Galak-Z: The Dimensional
3938,Housemarque,Alienation
3939,Question,The Magic Circle
3940,Bodysoft,Soft Body
3941,SkyBox Labs,TASTEE: Lethal Tactics
3942,Paradox Development Studio,Stellaris
3943,id Software,DOOM
3944,Deep Silver Dambuster Studios,Homefront: The Revolution
3945,Creative Assembly,Total War: WARHAMMER
3946,Pinokl Games,Party Hard
3947,Heavy Spectrum,Shadow of the Beast
3948,Square Enix Montreal,Hitman GO
3949,Square Enix,Hitman GO
3950,Blizzard Entertainment,Overwatch
3951,Bethesda Game Studios,Fallout 4
3952,HAL Labs,Kirby: Planet Robobot
3953,PlatinumGames,Teenage Mutant Ninja Turtles: Mutants in Manhattan
3954,CD Projekt Red Studio,The Witcher 3: Wild Hunt
3955,CD Projekt RED S.A.,The Witcher 3: Wild Hunt
3956,Counterplay Games,Duelyst
3957,Vanillaware,Odin Sphere Leifthrasir
3958,EA DICE,Mirror's Edge Catalyst
3959,Insomniac Games,Edge of Nowhere
3960,Tesseract Interactive,Excubitor
3961,Kasedo Games,Excubitor
3962,Frogwares,Sherlock Holmes: The Devil's Daughter
3963,Haemimont,Tropico 5
3964,Kalypso,Tropico 5
3965,Three Fields Entertainment,Dangerous Golf
3966,Paradox Interactive,Hearts of Iron IV
3967,Paradox Development Studio,Hearts of Iron IV
3968,Abstraction Games,Mighty No. 9
3969,Inti,Mighty No. 9
3970,ATLUS,Tokyo Mirage Sessions #FE
3971,Puzzling Dream,The Way
3972,RedLynx,Trials of the Blood Dragon
3973,Tri-Ace,Star Ocean: Integrity and Faithlessness
3974,PLAYDEAD,INSIDE
3975,TT Games,LEGO Star Wars: The Force Awakens
3976,Warner Bros. Interactive Entertainment,LEGO Star Wars: The Force Awakens
3977,Capcom,Umbrella Corps
3978,Grip Games,The Solus Project
3979,Chime,Zero Escape: Zero Time Dilemma
3980,Spike Chunsoft,Zero Escape: Zero Time Dilemma
3981,Massive Entertainment,Tom Clancy's The Division
3982,Behaviour Interactive,Dead by Daylight
3983,Misfits Attic,Duskers
3984,Passtech Games,Space Run Galaxy
3985,David S Gallant,I Get This Call Every Day
3986,Sega,7th Dragon III Code: VFD
3987,Nilo Studios,Asemblance
3988,The Fun Pimps Entertainment LLC,7 Days to Die
3989,Insomniac Games,Song of the Deep
3990,The Game Bakers,Furi
3991,Drama Drifters,Breached
3992,Capcom,Monster Hunter Generations
3993,Niantic Labs,Pokemon GO
3994,Action Button Entertainment,Videoball
3995,Spiders,The Technomancer
3996,Activision,Ghostbusters
3997,FireForge Games,Ghostbusters
3998,Stellar Jockeys,Brigador
3999,Tokyo RPG Factory,I Am Setsuna
4000,nDreams,The Assembly
4001,Double Fine Productions,Headlander
4002,Blendo Games,Quadrilateral Cowboy
4003,Harebrained Schemes LLC,Necropolis
4004,Shift,God Eater Resurrection
4005,Telltale Games,Batman: The Telltale Series
4006,Giant Squid,ABZU
4007,Weappy Studio,This Is the Police
4008,Cardboard Computer,Kentucky Route Zero
4009,Hello Games,No Man's Sky
4010,SCE Santa Monica,Bound
4011,Plastic,Bound
4012,Square Enix Montreal,Deus Ex GO
4013,Nixxes Software,Deus Ex: Mankind Divided
4014,Eidos Montreal,Deus Ex: Mankind Divided
4015,SNK Playmore,The King of Fighters XIV
4016,Next Level Games,Metroid Prime: Federation Force
4017,EA Sports,Madden NFL 17
4018,Omega Force,Attack on Titan
4019,CyberConnect2,JoJo's Bizarre Adventure: Eyes of Heaven
4020,Benjamin Rivers,Alone With You
4021,NGD Studios,Master of Orion
4022,Cyan Worlds,Obduction
4023,Blue Isle Studios,Valley
4024,Ubisoft Reflections,Grow Up
4025,Ubisoft,Grow Up
4026,Le Cartel Studio,Mother Russia Bleeds
4027,Codemasters,F1 2016
4028,Capcom,Phoenix Wright: Ace Attorney - Spirit of Justice
4029,EA Vancouver,NHL 17
4030,Do My Best Games,The Final Station
4031,comcept Inc.,ReCore
4032,Armature Studio,ReCore
4033,Q Games,The Tomorrow Children
4034,ATLUS,Shin Megami Tensei IV: Apocalypse
4035,Team 17,Worms W.M.D
4036,Bandai Namco Games,Pac-Man Championship Edition 2
4037,Two Tribes,RIVE
4038,Telltale Games,Batman: The Telltale Series
4039,PLAYGROUND,Forza Horizon 3
4040,Shift,God Eater 2
4041,Konami,Pro Evolution Soccer 2017
4042,2K Games,NBA 2K17
4043,Visual Concepts,NBA 2K17
4044,Bungie Software,Destiny
4045,Activision,Destiny
4046,EA Vancouver,FIFA 17
4047,Blizzard Entertainment,World of Warcraft
4048,Million,River City: Tokyo Rumble
4049,Inti,Azure Striker Gunvolt 2
4050,Sanzaru Games,Sonic Boom: Fire & Ice
4051,Rocksteady Studios,Batman: Arkham VR
4052,Sony Interactive Entertainment,PlayStation VR WORLDS
4053,Drool,Thumper
4054,KOKOROMI,SuperHyperCube
4055,SuperMassive Games,Until Dawn: Rush of Blood
4056,Intelligent Systems,Paper Mario: Color Splash
4057,Level 5,Yo-Kai Watch 2
4058,The Coalition,Gears of War 4
4059,Rebellion,Battlezone
4060,UGA,Rez
4061,Enhance Games,Rez
4062,HexaDrive,Rez
4063,Trion Worlds,Atlas Reactor
4064,Code Horizon,Giant Machines 2017
4065,Gearbox Software,Duke Nukem 3D: 20th Anniversary World Tour
4066,Hangar 13,Mafia III
4067,Toys for Bob,Skylanders Imaginators
4068,Flying Wild Hog,Shadow Warrior 2
4069,Guerilla Cambridge,RIGS: Mechanized Combat League
4070,EA DICE,Battlefield 1
4071,Funhouse,Eagle Flight
4072,Yuke's,WWE 2K17
4073,Grasshopper Manufacture,The Silver Case
4074,No Goblin,100ft Robot Golf
4075,Respawn Entertainment,Titanfall 2
4076,Firaxis Games,Sid Meier's Civilization VI
4077,Square Enix,World of Final Fantasy
4078,Transhuman Design,BUTCHER
4079,From Software,Dark Souls III
4080,FDG,Oceanhorn: Monster of Uncharted Seas
4081,Cornfox & Bros.,Oceanhorn: Monster of Uncharted Seas
4082,D-Pad Studio,Owlboy
4083,Telltale Games,Batman: The Telltale Series
4084,Infinity Ward,Call of Duty: Infinite Warfare
